image,dataset,vessel_density,vessel_tortuosity,branching_points,vessel_length,average_vessel_width,ridge_width,max_ridge_height,neovascularization_score,disk_diameter,disk_circularity,disk_center_x,disk_center_y
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_6.jpg,02,0.955951690673828,0.0,0,3300,30.33736750742159,10.613002,933.0133975458232,23933,736.7097625626855,0.0143117901854646,234.09448515957095,216.54733641746503
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_14.jpg,02,0.6429710388183594,0.0,0,1958,32.89455303613445,27.375526,823.7718130647588,24692,788.335788064586,0.0343995013814151,263.1582121842886,250.82320161277104
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_9.jpg,02,0.8331756591796875,0.0,0,2683,33.83423468628661,15.626235,849.4198019825062,30325,768.6805116861995,0.0313849236941278,252.9773395278278,223.40281165691235
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_15.jpg,02,0.3398399353027344,0.0,0,1680,16.336725182261407,27.28752,929.0048439055632,21254,757.5282587548387,0.0305448097018316,274.9512491679609,265.1879565120923
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_17.jpg,02,0.6412925720214844,0.0,0,2569,22.38140236301192,30.148754,766.322386466688,25243,805.1157340301146,0.046219927064165,233.0799522297998,237.73749175021211
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_10.jpg,02,0.9801559448242188,0.0,0,2827,39.38838796754877,19.193943,909.373410651532,17056,664.4457635500803,0.0290129145867081,226.9331033846296,217.9247514016104
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_12.jpg,02,0.610260009765625,0.0,0,2795,23.01168799750474,12.725873,915.3119686751616,28327,772.9487893860426,0.0234211448697052,262.20567901866013,236.1230851852799
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_16.jpg,02,0.01776123046875,0.0,0,256,5.8909610897061,35.667164,979.5519383881592,16575,522.4139641461479,0.0390279722079656,333.59185996603657,273.1131057905835
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_5.jpg,02,0.917133331298828,0.0,0,2703,37.75722743933911,11.425074,921.5660584027604,23749,723.1352390672926,0.0147352093724338,230.217363356578,216.40541119638476
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_3.jpg,02,0.907501220703125,0.0,0,3246,25.65140863561148,12.576993,926.002159824695,22503,717.3936227053532,0.0166788017028127,225.50214740925463,218.845772473578
001_F_GA41_BW2905_PA47_DG11_PF0_D1_S02_8.jpg,02,0.3724327087402344,0.0,0,2354,20.49714291160244,41.54077,1044.2882743763812,16402,480.3609644978077,0.0479315264146386,306.4651378374203,246.37885977884213
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_15.jpg,03,0.9011802673339844,0.0,0,2131,33.501296461888806,14.340942,986.1845669041876,19789,663.7402115246026,0.0321166942252106,262.88017618089754,289.55769808790546
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_7.jpg,03,0.5378150939941406,0.0,0,2413,25.94036530040281,27.189734,944.0021186416903,21755,807.7997026707486,0.0392211737724937,353.10084604217724,268.4963395407645
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_8.jpg,03,0.9001884460449219,0.0,0,2136,41.84925949164697,20.41245,962.8634378768362,19368,691.798583458403,0.0340578345094249,259.1596041289773,260.56093434074705
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_5.jpg,03,0.5579681396484375,0.0,0,2647,19.909244090361447,29.694473,982.3502430396196,12022,497.5320485448464,0.0293589308296276,268.8989177845445,280.467759855156
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_6.jpg,03,0.5523033142089844,0.0,0,2466,23.95922425008656,38.72139,1004.7109036931968,10708,494.0651703555377,0.0399261955756651,255.61063239374909,280.49836216069605
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_11.jpg,03,0.7484092712402344,0.0,0,2548,27.546186713689625,27.303574,846.3628063661588,18073,712.7391623577557,0.0375313779130075,265.4346583788661,291.78737781342426
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_10.jpg,03,0.8570442199707031,0.0,0,2232,38.20657505149928,19.109034,962.011434443479,19647,686.2846249713551,0.0338037248833974,258.8388481584809,262.04658405242327
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_3.jpg,03,0.6476554870605469,0.0,0,2660,32.73082658230953,30.750927,995.8845314593456,13456,560.7215710303307,0.0301279475863878,254.91878057472383,268.8511679139534
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_9.jpg,03,0.9215049743652344,0.0,0,2218,37.830648408651385,20.276213,945.9323443037562,19601,689.6234006684214,0.0328714400471986,259.4897408438638,262.21030199186123
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_12.jpg,03,0.7363014221191406,0.0,0,2651,31.08187907320525,31.904379,914.160817362022,18516,710.8788752701729,0.0264472294944752,279.26585034013607,304.4828017132779
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_4.jpg,03,0.555389404296875,0.0,0,2411,23.730005330068284,49.795624,991.1619443864862,8402,488.9307425424549,0.0341916698530356,253.01516894626957,259.163492266394
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_13.jpg,03,0.6650161743164062,0.0,0,2757,30.241681774502872,43.270393,964.4314387243916,14398,527.710015317405,0.0336315354019109,272.74134494047075,288.57327310301946
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_2.jpg,03,0.3496208190917969,0.0,0,2157,16.510167400243496,45.578735,1000.7247373778664,9948,487.365759516848,0.0348052057575065,255.17206998584845,263.7186414511772
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_14.jpg,03,0.6102790832519531,0.0,0,2812,23.536746718395342,38.696487,992.3809752307832,14684,517.5264028745876,0.0277769298057252,272.91581889748807,286.91815778965184
001_F_GA41_BW2905_PA50_DG11_PF0_D1_S03_1.jpg,03,0.8212890625,0.0,0,3114,23.70356023183589,22.881819,979.5886891956236,17856,704.4484786268043,0.0348203370543647,263.04368932038835,261.20265194277385
48.png,RetCam_Normal,0.4553718566894531,0.0,0,3673,12.11586172145407,45.63129,684.2368011149357,17452,468.5586848813856,0.0739389496069318,238.6899183446228,224.1119977730352
37.png,RetCam_Normal,0.1005287170410156,0.0,0,945,9.079978221726616,61.426693,744.017472913103,10729,478.11330759933065,0.0800866280338214,271.6292442741289,221.13091524819532
35.png,RetCam_Normal,0.913837432861328,0.0,0,1636,56.75966831898854,57.940605,416.8860755650157,23815,475.2820920976653,0.0702405179501547,211.7950128511521,216.3874058709474
11.png,RetCam_Normal,0.9746932983398438,0.0,0,2326,37.87632725009436,54.868294,710.416779081125,14698,551.7624136007593,0.0649697058199511,186.52045100958563,226.81720394131523
31.png,RetCam_Normal,0.9590988159179688,0.0,0,2461,35.69070380902199,46.738873,1014.5678883150206,7838,596.5573221994981,0.054503292201566,191.67769079954775,224.4690670750032
4.png,RetCam_Normal,0.8995361328125,0.0,0,1044,77.74722832427932,26.749084,630.3411774586839,28827,792.2828967689597,0.03193988966353,316.1796577715394,259.4288241069038
43.png,RetCam_Normal,0.8560066223144531,0.0,0,1685,38.97482156751133,74.27813,529.8018497513953,28748,961.3075307156404,0.0784262953947375,260.93550253790323,279.3269568859569
40.png,RetCam_Normal,0.8678512573242188,0.0,0,3115,48.07071251612605,43.472378,829.7288713790789,9836,726.5114636334874,0.0629120531157436,396.2378783639048,259.26719221899515
33.png,RetCam_Normal,0.907501220703125,0.0,0,1541,52.95056027385976,30.43059,502.0478064885853,27274,802.3275777295596,0.0203211020680184,235.09055666318557,250.85286717934116
9.png,RetCam_Normal,0.8216171264648438,0.0,0,2759,40.971133000085125,42.828262,666.4082832618454,18739,506.6560678538703,0.0416889547541652,233.63918814356288,252.2945459595659
50.png,RetCam_Normal,0.9267616271972656,0.0,0,2165,48.08887458958446,30.35503,1003.821697314817,11911,525.7229826198882,0.0658077282721992,335.8401452052775,243.1913835040908
49.png,RetCam_Normal,0.1293144226074218,0.0,0,1046,9.248953226904792,41.672585,883.8099343184597,11947,632.7823203807869,0.0703614283893059,176.39747650118926,242.99364037598096
14.png,RetCam_Normal,0.8789024353027344,0.0,0,1742,58.467864704322935,30.733477,672.2678037806064,22002,501.5489910011151,0.0578980739275164,243.1463394881762,220.1498218334953
1.png,RetCam_Normal,0.9687271118164062,0.0,0,3142,27.02045102453854,53.05517,853.2502563726541,9030,513.9466732965376,0.0420252280790036,248.9145457349992,255.68043344130805
39.png,RetCam_Normal,0.0536651611328125,0.0,0,778,6.748495655399501,40.655373,628.6763873408958,20689,532.814859787628,0.0584532359365284,221.8182160668796,252.70896272110795
20.png,RetCam_Normal,0.8403968811035156,0.0,0,4069,18.53973231609293,48.934433,434.73670192427966,22366,470.9871404209875,0.0704958083532444,241.7684130774176,237.74655615759025
38.png,RetCam_Normal,0.8957405090332031,0.0,0,2601,34.59639384156333,30.848959,462.4824320987771,24340,488.420066235592,0.0700203752152145,204.3135994876174,237.45072587532024
2.png,RetCam_Normal,0.7983551025390625,0.0,0,4313,18.917214146853293,93.91176,609.000821017509,17259,442.8424636801316,0.0710441789766971,283.84358281826206,220.34127149015737
10.png,RetCam_Normal,0.8402786254882812,0.0,0,2881,26.07977997121105,86.1739,614.2637869840611,12275,456.19464054946087,0.0807116584970694,221.7706727357267,236.4803856789761
36.png,RetCam_Normal,0.8777961730957031,0.0,0,1673,58.57678213155776,33.007526,631.6660510111336,23270,609.7258197173151,0.0284728610679667,197.1650227409721,253.0424817798236
18.png,RetCam_Normal,0.6344184875488281,0.0,0,3724,20.07790672441983,44.473713,749.7946385511169,18245,707.7735276771818,0.0460002059341712,205.23331638877596,187.95229768198453
21.png,RetCam_Normal,0.5236778259277344,0.0,0,3980,11.808177497670528,35.139366,1007.5574425311938,14768,562.0370433437772,0.0463781603186222,322.43128466400105,241.0743260673288
12.png,RetCam_Normal,0.910442352294922,0.0,0,2416,32.24680149902465,42.529747,557.2109115945236,21849,628.963851544121,0.0433063869714166,205.10017380109431,218.15136144190535
28.png,RetCam_Normal,0.9995460510253906,0.0,0,608,129.79174885875523,39.512615,919.7488787707218,11856,468.303183998746,0.0640896626698208,296.13018740855995,226.96890457722765
22.png,RetCam_Normal,0.6875534057617188,0.0,0,2814,24.96091436243959,33.870407,934.4142550282504,15519,500.7817425677744,0.0666663954160524,263.66280132409986,228.74023679454115
34.png,RetCam_Normal,0.9755134582519532,0.0,0,3065,30.25111601748699,42.7849,632.5345840347387,19452,788.2776423926985,0.0172645059260803,274.94757720805194,224.07737197560812
41.png,RetCam_Normal,0.8491401672363281,0.0,0,3386,25.40237163451533,46.11205,743.194456384061,15348,716.2532864307644,0.0305962175996052,208.4298378850602,249.2215901758148
7.png,RetCam_Normal,0.8782768249511719,0.0,0,1435,66.58481059017026,56.37851,676.6742199906836,15482,464.9250810943621,0.0755089716463938,244.71895763630368,217.06656142500356
29.png,RetCam_Normal,0.995624542236328,0.0,0,1909,42.53705316312931,63.539265,894.2057928687333,10159,458.7829286484614,0.0694084268753399,280.9097464188928,223.546626984127
17.png,RetCam_Normal,0.5055694580078125,0.0,0,3980,13.331859971355,50.007557,879.3179174792243,16542,571.6507400446079,0.0608500168448878,331.3864316439125,218.0409731313509
5.png,RetCam_Normal,0.49359130859375,0.0,0,3494,13.624984078946287,91.17696,729.6382665403453,13150,490.615317181489,0.048599894822881,276.96874867758453,224.6309508696204
3.png,RetCam_Normal,0.9925270080566406,0.0,0,2298,53.71504474425707,73.14797,769.3438762997987,9274,465.1003178802668,0.0796373689248619,259.2123652116589,224.04233177944155
16.png,RetCam_Normal,0.9594764709472656,0.0,0,2922,30.008845965038237,27.509495,979.4090054721776,11991,529.2374967904485,0.04932593907028,243.37022692559455,213.38433704269403
8.png,RetCam_Normal,0.855377197265625,0.0,0,3527,23.027308979404022,41.504337,742.9737545835653,12460,520.2696813137757,0.0332814568308177,213.9090464363664,255.8130503499661
45.png,RetCam_Normal,0.8181343078613281,0.0,0,1421,63.21911987489152,28.135986,771.6229649252282,26809,701.9969560849081,0.0227996903345415,280.8987711991401,262.8304275482891
24.png,RetCam_Normal,0.5093879699707031,0.0,0,3734,14.592772662913635,87.004326,455.3965305094012,21166,460.5390790823113,0.0714096262069138,229.1055829031096,219.94126545803817
32.png,RetCam_Normal,0.7501220703125,0.0,0,2828,36.387905546844905,63.235886,723.5938087076202,19787,525.3304910646792,0.0555770547231634,306.8574012216952,208.90831749312565
6.png,RetCam_Normal,0.7715530395507812,0.0,0,2044,43.8358654328327,44.540817,530.5883526803052,19676,487.6164943293276,0.0627904079981513,270.1963757871739,232.58542175384483
23.png,RetCam_Normal,0.4920883178710937,0.0,0,3309,14.528754293129545,35.36943,947.0216470598758,10715,556.3996368304768,0.0438782971426788,203.64266442930935,208.6759780212549
44.png,RetCam_Normal,0.1731681823730468,0.0,0,2379,7.511528418344471,40.91753,934.2216011204196,9056,562.6664725016834,0.0853706377700837,321.56252111384583,229.63859530588937
46.png,RetCam_Normal,0.9015617370605468,0.0,0,2174,34.48618046876807,36.350994,962.177738258374,12482,530.40062583704,0.0388242011922539,247.3033962127521,210.3657083891524
15.png,RetCam_Normal,0.7411537170410156,0.0,0,2537,36.584404421293954,55.141186,780.7752557554575,8529,481.7584427620386,0.0516202772867743,213.63145421430292,253.3565425380176
30.png,RetCam_Normal,0.9169464111328124,0.0,0,2488,31.68518683561814,32.878674,929.1555305760172,11646,677.0688728959757,0.0427972673220104,197.73444356800837,200.0942995856062
27.png,RetCam_Normal,0.9637832641601562,0.0,0,3055,30.82663312800112,32.8193,585.4519621625672,24813,778.8497735886453,0.0655325693654986,363.1480433559741,226.5219508509156
47.png,RetCam_Normal,0.8005828857421875,0.0,0,2855,29.222874574262782,27.330439,844.2191658568289,18102,585.5233323904085,0.0435079616383625,205.90198466932085,250.09345475072791
13.png,RetCam_Normal,0.9551925659179688,0.0,0,3320,27.35756991310772,53.820305,656.4464943923457,16348,599.4359668878734,0.0570344246831678,196.73278244723824,230.6895808824572
25.png,RetCam_Normal,0.8971443176269531,0.0,0,2695,28.730383233907563,38.65888,494.2428552847274,23770,483.25727857459486,0.0448216505005169,225.1111329189837,223.09427543343148
19.png,RetCam_Normal,0.54656982421875,0.0,0,2611,22.175627592735182,19.180765,642.8996811322899,23186,513.3219947187451,0.0431199579293559,221.80619660597625,244.06266187328464
26.png,RetCam_Normal,0.9326705932617188,0.0,0,2321,35.91984094133894,31.835966,900.2777349240622,15263,532.2553886092405,0.0721096353023846,282.4784719101124,240.04528539325844
42.png,RetCam_Normal,0.792083740234375,0.0,0,3386,24.655331652756114,20.120226,590.9890015897081,24916,537.9801366155067,0.0515830641920568,197.72360456113185,244.57710987541356
48.png,RetCam_ROP,0.6723709106445312,0.0,0,3218,23.712650953903974,64.33151,686.8129294065452,12823,594.2392239972468,0.0558237264510915,223.40275474147256,243.74044854690996
37.png,RetCam_ROP,0.4001617431640625,0.0,0,2541,16.1608303447155,76.57408,575.3138274020537,11623,472.7787522270298,0.0645558188532064,226.38746354356545,225.97012850893185
35.png,RetCam_ROP,0.0142822265625,0.0,0,537,1.8230345805088537,77.66031,522.5246405673133,24753,515.9198322471964,0.0386120828279105,224.6521439641812,254.96527179840425
11.png,RetCam_ROP,0.0615310668945312,0.0,0,1040,5.310315771509124,110.20414,506.067189215029,21722,634.0607429003912,0.0481099120988443,209.75839572328,308.712588201016
31.png,RetCam_ROP,0.8531417846679688,0.0,0,2021,42.80777304763964,24.309607,530.4224731287316,28354,580.9826987677607,0.0401348458987057,263.7215432434064,266.3149254632144
4.png,RetCam_ROP,0.9447021484375,0.0,0,1961,55.784407169637056,63.686466,591.9814186273079,17928,465.5435911972362,0.0653116004203336,301.7510985783104,226.0138409117613
43.png,RetCam_ROP,0.0528945922851562,0.0,0,708,7.12611251375439,72.57232,896.6113985445422,8301,471.74346904540255,0.0769352081270996,222.56160746979128,215.86808861222997
40.png,RetCam_ROP,0.1688194274902343,0.0,0,2721,6.138086933973808,92.84739,355.17038164801977,26476,462.21143396740246,0.0802561965115932,226.4777343377515,211.29078859540385
33.png,RetCam_ROP,0.7988777160644531,0.0,0,1597,54.53942779772707,21.278145,460.03695503731,30902,543.2697483090602,0.0573093735915822,202.67790029507688,218.03087090818104
9.png,RetCam_ROP,0.0161933898925781,0.0,0,287,4.728653058200488,96.14159,669.1681403055587,23646,442.42249229805896,0.0605990043432252,288.624541409726,216.40506856087217
50.png,RetCam_ROP,0.0078468322753906,0.0,0,257,2.685091658515248,91.49608,545.0009174304205,22093,458.594172489332,0.054789647381316,218.0245798421078,244.08076233835425
49.png,RetCam_ROP,0.930755615234375,0.0,0,3181,25.90143403634917,42.60933,362.162946751873,32412,467.955043588496,0.0584595627271751,282.94762425285484,220.58366862804385
14.png,RetCam_ROP,0.2976799011230469,0.0,0,3056,8.326612416947716,103.47166,844.5412956155549,12182,461.79253444442224,0.0806319264485357,245.4113011081391,222.63099445930456
1.png,RetCam_ROP,0.9761695861816406,0.0,0,3777,24.763957250588376,57.494167,818.3520025025906,9981,526.9132017389303,0.0430694283612253,224.90661114576076,236.67977033422608
39.png,RetCam_ROP,0.999309539794922,0.0,0,1072,110.79862379111154,44.68839,743.8198706676234,18979,665.6059938340912,0.0270195947373394,400.5773028773753,257.36205727160905
20.png,RetCam_ROP,0.8559417724609375,0.0,0,2907,28.75256062816954,81.25214,796.4885435459822,14983,476.5876088028256,0.0690225715714518,224.59224628907128,216.0153370106283
38.png,RetCam_ROP,0.7184410095214844,0.0,0,3628,16.341081089291315,75.03948,319.03918254659567,34278,492.55269343697313,0.0421807745142858,277.33695104542784,251.7032916281804
2.png,RetCam_ROP,0.9798736572265624,0.0,0,1664,52.57001064198017,68.63804,752.1396146992923,14158,470.2891608753657,0.0489055837643996,289.7839132337025,233.00057567872523
10.png,RetCam_ROP,0.9398536682128906,0.0,0,3480,23.31608045033131,64.00672,696.3117118072911,11347,518.2541224947402,0.0431070848496473,201.57991542939493,270.6339002977037
36.png,RetCam_ROP,0.9296760559082032,0.0,0,3105,31.07849157949242,95.58051,771.0784655273418,9121,453.3051771662424,0.0793774563190633,227.18355763749477,237.33333333333331
18.png,RetCam_ROP,0.8464813232421875,0.0,0,2161,34.89275476552888,71.84928,569.857877018472,18037,464.2618690900076,0.0635793535857833,236.1637721225869,225.4500129959122
21.png,RetCam_ROP,0.7124977111816406,0.0,0,2506,37.03938274577624,39.540905,912.0274118687444,17012,539.3888476138189,0.0619171878438153,315.2883275566292,239.21757168364667
12.png,RetCam_ROP,0.4628028869628906,0.0,0,3182,14.029652036034475,99.32215,396.23225512317896,30050,473.9890970767249,0.058718815448531,332.9306100242559,225.22913880262053
28.png,RetCam_ROP,0.6092987060546875,0.0,0,3716,14.934570816169447,38.43835,788.3210006082547,23126,503.67185731507055,0.0677163670590176,280.3984260504708,220.8366826604565
22.png,RetCam_ROP,0.4169273376464844,0.0,0,3621,10.855895757120855,66.805244,512.0703076726867,23666,474.4938379119684,0.0620544562966078,217.1423982627186,227.2434456081616
34.png,RetCam_ROP,0.1924324035644531,0.0,0,2236,10.866530997933966,52.018257,590.0305076858315,15928,497.2709507523091,0.0378853124575387,213.36790723539224,243.89683438716452
41.png,RetCam_ROP,0.443023681640625,0.0,0,2588,18.86084280124312,55.779694,571.4437855117509,15053,485.7380709351322,0.077758579597229,257.67079672761025,224.88425756038595
7.png,RetCam_ROP,0.1390571594238281,0.0,0,819,15.845138484214711,84.531845,363.0013774078551,29018,501.4779047572599,0.0484429158736732,199.49576734578156,216.3957835473288
29.png,RetCam_ROP,0.8299751281738281,0.0,0,2197,41.59012609874871,32.75493,932.1223095710134,16548,527.2900273139328,0.0712515046945349,292.30046526963656,218.74934056271985
17.png,RetCam_ROP,0.0005531311035156,0.0,0,25,1.260358819279087,93.94928,576.1249864395746,19652,446.832451248799,0.0777923388536237,217.9728847282096,236.99515343213528
5.png,RetCam_ROP,0.963764190673828,0.0,0,1969,53.605007365080205,50.645397,603.0655022466465,19419,540.4406152428473,0.0383742286772345,236.6417897435003,233.43371288078256
3.png,RetCam_ROP,0.971515655517578,0.0,0,1246,77.82560745577335,55.12901,524.0400748034448,25119,484.46772614538514,0.0516718601676005,318.8656829771075,234.83191927959209
16.png,RetCam_ROP,0.9330711364746094,0.0,0,2264,34.389440923607765,71.198326,525.0238089839355,15204,453.9900048938844,0.0798573723027795,212.09980478885072,238.30556722429515
8.png,RetCam_ROP,0.0393257141113281,0.0,0,802,4.714119724560432,74.20837,682.2814668448792,13140,521.1792700363482,0.0384714410576068,214.04910563617955,249.2973337833277
45.png,RetCam_ROP,0.1895408630371093,0.0,0,2018,8.730149998226223,107.038086,525.0009523800885,18784,455.0153139074501,0.0796337012991775,224.44202007281316,212.5451884286136
24.png,RetCam_ROP,0.9285812377929688,0.0,0,1589,61.79402268975507,50.5496,677.7093772407167,18531,493.0281005829986,0.0543101478681685,214.5147921555481,225.47923650687227
32.png,RetCam_ROP,0.7963943481445312,0.0,0,3008,35.96329548943746,26.061558,942.0074309685672,21154,540.4029190693143,0.0512324987749255,318.45845032350326,234.64006557262687
6.png,RetCam_ROP,0.1955947875976562,0.0,0,2030,11.309927408986349,58.557358,519.0086704478067,26617,460.7823059991093,0.0766295897276235,237.6073304708676,211.81352395116215
23.png,RetCam_ROP,0.4552154541015625,0.0,0,3560,14.921532725457592,102.3269,698.1031442415941,11871,450.6628299070108,0.0786089072235503,234.9779326947189,236.1376448166909
44.png,RetCam_ROP,0.0411872863769531,0.0,0,915,4.127951945914779,51.725895,625.0647966411162,17483,471.5653008514151,0.0690101623525989,218.94480452557085,217.3251494400293
46.png,RetCam_ROP,0.2752799987792969,0.0,0,1625,17.99823875314311,73.56087,445.7016939613311,19357,636.3338219636415,0.0449834574926748,200.3102407365482,224.77273413327296
15.png,RetCam_ROP,0.5240364074707031,0.0,0,3170,14.712517909731131,82.42948,499.0490957811666,13763,653.0381712531017,0.0374453662335177,171.05333492565833,222.2975458291037
30.png,RetCam_ROP,0.7116622924804688,0.0,0,2467,31.5099867467519,31.168512,687.9781973289561,22819,628.0035791783405,0.0355999411541364,193.10569746119475,219.40942431364445
27.png,RetCam_ROP,0.7077102661132812,0.0,0,3695,21.947579975149427,39.459698,738.3901407792496,19521,465.8826018557827,0.0825116604416854,226.5018889175681,223.71218058521248
47.png,RetCam_ROP,1.0,0.0,0,3,195.15509266264303,106.34009,425.05764314972623,18840,451.802793054604,0.0491577596433592,283.55476546906186,212.5060878243513
13.png,RetCam_ROP,0.8879890441894531,0.0,0,2773,29.57038983260484,69.6465,714.0,23823,465.70219141851663,0.0526862649090055,306.2914709750141,216.37495303400337
25.png,RetCam_ROP,0.6253623962402344,0.0,0,5123,11.38645082553998,34.48912,690.2941402040148,18032,497.0199628901613,0.0526880845561698,218.16415141019297,205.4071416790368
19.png,RetCam_ROP,0.8789024353027344,0.0,0,1742,58.467864704322935,30.733477,672.2678037806064,22002,501.5489910011151,0.0578980739275164,243.1463394881762,220.1498218334953
26.png,RetCam_ROP,0.3872566223144531,0.0,0,4299,10.277718078199271,44.12299,793.095202355934,15108,493.8589618821237,0.0491351350594979,229.8900791413477,212.4672471757606
